text,pnum,x0,y0,x1,y1,y
"Redação e Administração:
Anexo do Palácio do Buriti, Sala 111, Térreo.
CEP: 70075-900, Brasília - DF
Telefones: (0XX61) 321-6736 – 223-6848 – 323-9012
Editoração e impressão: COMUNIDADE EDITORA",1,98.25,806.0709838867188,318.5845947265625,867.5747680664062,False
"PORTARIA Nº 716, DE 31 DE OUTUBRO DE 2002
Aplica disposições da Portaria n.º 314, de 24 de maio de 2002, e a Portaria n.º 714, de 29 de
outubro de 2002, aos contribuintes que especifica.
O SECRETÁRIO DE FAZENDA E PLANEJAMENTO, no uso de suas atribuições e tendo em
vista o Caderno III do Anexo IV do Decreto nº 18.955, de 22 de dezembro de 1997, resolve:
Art. 1º As disposições contidas nos arts. 6º e 7º da Portaria n.º 314, de 24 de maio de 2002, e na Portaria
n.º 714, de 29 de outubro de 2002, são aplicáveis aos contribuintes alcançados pelo Decreto n.º 20.322,
de 17 de junho de 1999, relativamente aos estoques de mercadorias existentes em 31 de outubro de 2002.
Art. 2º Esta Portaria entra em vigor na data de sua publicação.
Art. 3º Revogam-se as disposições em contrário.
VALDIVINO JOSÉ DE OLIVEIRA",1,27.75,91.27300262451172,368.54180908203125,211.2790069580078,False
"DESPACHO DO SECRETÁRIO
Em 31 de outubro de 2002
PARECER GAB/SEFP Nº: 099 /2002
PROCESSO  Nº : 030.003.243/2002
INTERESSADO : UNIVERSO DISTRIBUIDOR ATACADISTA LTDA
ASSUNTO : Termo de Cassação de Regime Especial
EMENTA: TRIBUTÁRIO. ICMS. TERMO DE ACORDO REGIME ESPECIAL. EXCLU-
SÃO DA SISTEMÁTICA – Havendo identidade entre os fatos  verificados e as hipóteses de
exclusão da sistemática, há que se proceder à cassação do Termo de Acordo de Regime Especial.
O ato de cassação é meramente declaratório, produzindo efeitos ex tunc. O pressuposto de
exclusão da cassação (art. 6º, §2º do Dec. nº 20.322/99) incide nas hipóteses de pagamento, que
não se confunde com parcelamento. PROCESSO ADMINISTRATIVO FISCAL. INTEMPES-
TIVIDADE – Não se conhece de impugnação intempestiva. Não se impõe à Administração
Pública a revisão do ato guerreado quando não vislumbrada ilegalidade.
Impugnação não conhecida. Manutenção do Termo de Cassação de Regime Especial nº 020/2002
– SUREC/SEFP.
Aprovo o Parecer GAB/SEFP Nº 099 /2002.
Publique-se. Após, encaminhe-se o presente processo à Subsecretaria da Receita, para ciência e
demais providências.
VALDIVINO JOSÉ DE OLIVEIRA",1,27.75,221.0229949951172,368.3416442871094,437.77899169921875,False
"TERMO DE ACORDO DE REGIME ESPECIAL
Nº  123/2002 –  SUREC/SEFP
(PROC. Nº  125.002.941/2002)
A SUBSECRETARIA DA RECEITA DA SECRETARIA  DE FAZENDA E PLANEJAMEN-
TO  DO DISTRITO FEDERAL, doravante denominada SUBSECRETARIA, neste ato repre-
sentada pelo seu titular, com fulcro na Lei nº. 1.254, de 08 de novembro de 1996, e Decreto nº.
20.322, de 17 de junho de 1999, resolve conceder o presente TERMO DE ACORDO DE
REGIME ESPECIAL à empresa PRÓ-DIET FARMACÊUTICA LTDA, doravante denomina-
da ACORDANTE, estabelecida na  SHCG/Norte/CR, Quadra 714/715, Bloco C, Loja 02, inscrita
no CF/DF sob o nº 07.436.082/002-02 e no CNPJ/MF sob o nº 81.887.838/0004-93, neste ato
representada por seu Procurador Sr. RIVELINO ROBERTO SILVA, residente e domiciliado à
HIGS 706, Bloco D, Casa 68 – BRASÍLIA - DF,  portador da Carteira de Identidade nº  18.228.803-
SSP/SP e CPF/MF nº 098.647.378-21, mediante as seguintes cláusulas e condições:
CLÁUSULA PRIMEIRA – Fica a ACORDANTE autorizada a utilizar o tratamento tributário
definido no artigo 37, II, da Lei nº 1.254, de 08 de novembro de 1996, com a redação dada pela Lei
nº 2.381, de 20 de maio de 1999, e sua regulamentação.
PARÁGRAFO PRIMEIRO – O disposto nesta Cláusula não se aplica às operações e/ou prestações:
a. com mercadorias submetidas ao regime de substituição tributária em operações internas,
de que tratam os Cadernos I e II do Anexo IV do Decreto nº 18.955, de 22 de dezembro de 1997,
exceto as mercadorias constantes do Convênio 76/94 e as mercadorias de que trata o caderno III
do Anexo IV do Decreto 18.955, de 22 de dezembro de 1997;",1,27.75,471.52301025390625,369.1402587890625,729.5289916992188,False
"b. com mercadorias constantes dos Cadernos I,  III, IV e V do Anexo I do Decreto nº 18.955,
de 22 de dezembro de 1997.
c. referentes às devoluções de mercadoria.
d. realizadas, dentro do território do Distrito Federal, entre estabelecimentos pertencentes ao
mesmo titular ou para estabelecimentos de empresa que com aquele mantenha relação de interde-
pendência, assim definida nos incisos I e II do parágrafo único do artigo 15 da Lei nº 1.254/96.
e. de remessa para industrialização.
PARÁGRAFO SEGUNDO – Qualquer alteração da legislação tributária será aplicada a partir do
1º dia do mês subseqüente ao de início da vigência do respectivo ato.
CLÁUSULA SEGUNDA – Durante a vigência deste Regime a ACORDANTE é obrigada a:
I – respeitar toda exigência para enquadramento no presente tratamento tributário;
II – emitir normalmente o documento fiscal exigido para a operação, com o respectivo destaque de
ICMS previsto para a mesma, indicando o item da operação enquadrada neste regime;
III – nas operações com redução de base de cálculo o ICMS a ser destacado corresponderá ao da
base reduzida, e esta circunstância deverá ser informada no documento;
IV – escriturar todos os livros fiscais e documentos fiscais, conforme Portaria 790/97, ressalvado:
a) – Livro Registro de Apuração do ICMS (modelo P9):
1. o campo 013 deverá refletir o valor a ser efetivamente recolhido, na forma deste Termo de Acordo.
2. no campo 001, “Saídas com Débito do Imposto”, informar o valor do ICMS debitado
com os efeitos deste Termo de Acordo (incluindo-se, também, os débitos referentes a mercadorias
que terão apuração normal).
3. no campo 005, “Crédito por entradas com crédito do imposto”, informar o crédito
referente às mercadorias saídas com apuração normal.
4. no campo 002, “Outros Débitos”, incluir o valor complementar, se existente, referente à
diferença entre o imposto apurado na forma deste Termo de Acordo e o valor mínimo de recolhi-
mento a que se refere a sua cláusula quarta;
5. no campo 009, “Saldo credor do período anterior”, informar o valor registrado como
“Outros débitos” no mês anterior, se a título do complemento a que se refere o item anterior.
b) – Guias de Informação do ICMS: idem quanto ao disposto na alínea “a” deste inciso.
c) – Livro Registro de Saídas (modelo P2A) – fazer constar totalizador parcial (por item, e por
respectivo percentual de crédito, conforme Portaria 384/2001), das operações enquadradas neste
Regime Especial, e também daquelas que não se enquadrem.
PARÁGRAFO ÚNICO – Nas operações e prestações sujeitas ao regime de apuração normal a
que se refere esta Cláusula, os créditos relativos a entrada de bens para uso, consumo ou ativo
permanente, energia elétrica e serviços de comunicação ou de transporte interestadual e intermu-
nicipal serão apropriados na mesma proporção do total das saídas sujeitas ao regime de apuração
normal, observadas as hipóteses de anulação e estorno do crédito.
CLÁUSULA TERCEIRA – O recolhimento do ICMS a que se refere este Termo de Acordo
deverá ser feito em guia específica dentro do prazo normal fixado na legislação tributária e a
adoção do regime de apuração nele previsto não dispensa a ACORDANTE:
I – do pagamento do ICMS referente ao diferencial de alíquota devido nas aquisições interestadu-
ais de bens e serviços para uso e consumo;
II – do cumprimento das obrigações tributárias previstas para as operações com mercadorias
sujeitas ao regime da substituição tributária, seja na condição de substituta ou substituída;
III – do pagamento do ICMS incidente nas importações do exterior de bens, mercadorias ou serviços.
CLÁUSULA QUARTA – Fica também obrigada a ACORDANTE a:
a. destinar, mensalmente, ao Fundo de Apoio à Arte e à Cultura de que trata a Lei 158/91, o
valor correspondente a 0,05% (cinco centésimos por cento) do valor de saídas tributadas objeto
do presente Termo.
b. Realizar, no mínimo, 90% (noventa por cento) de suas operações ou prestações com
pessoas jurídicas, inclusive o setor público.
CLÁUSULA QUINTA – A partir de 30 (trinta) dias da eficácia deste Termo, a comercialização de
mercadorias para adquirentes do Distrito Federal, por empresa estabelecida em outra unidade da
Federação pertencente a titular da ACORDANTE, deverá ser efetuada por conta e ordem da
signatária deste Termo.
PARÁGRAFO PRIMEIRO – O disposto nesta Cláusula aplica-se também às operações realiza-
das por empresas que mantenham relações de interdependência com a ACORDANTE.
PARÁGRAFO SEGUNDO – Considerar-se-ão interdependentes duas empresas quando:
I – uma delas, por si, seus sócios ou acionistas, e respectivos cônjuges e filhos menores forem
titulares de mais de 50% (cinqüenta por cento) do capital de outra;
II – uma mesma pessoa fizer parte de ambas, na qualidade de diretor, ou sócio com funções de",1,396.75,61.27300262451172,738.07666015625,730.2789916992188,False
"                                                                      Diário Oficial do Distrito Federal
PÁGINA   3
Nº 211,  segunda-feira, 4 de novembro de 2002",2,28.5,32.252498626708984,736.7526245117188,51.87474822998047,False
"gerência, ainda que exercida sobre outra denominação.
PARÁGRAFO TERCEIRO – O não cumprimento das disposições desta Cláusula obrigará a
ACORDANTE a recolher, com os acréscimos legais:
I – o imposto correspondente à aplicação da diferença entre a alíquota interna do Distrito Federal e
a interestadual da unidade federada do remetente, sobre o valor da operação realizada pelo remeten-
te, se o valor da venda no período de apuração não ultrapassar a 5% do da ACORDANTE.
II – as diferenças havidas entre as sistemáticas de apuração normal do imposto e a do presente
Termo, a partir do período de apuração da ocorrência do fato até a data da efetiva regularização,
se o valor da venda no período de apuração ultrapassar a 5% do da ACORDANTE.
PARÁGRAFO QUARTO – O disposto no parágrafo anterior aplica-se tão somente às opera-
ções destinadas a terceiros.
CLÁUSULA SEXTA–. A ACORDANTE fica autorizada a emitir por sistema eletrônico de
processamento de dados todos os documentos e livros fiscais de que trata a Portaria nº 790, de 26
de dezembro de 1997.
CLÁUSULA SÉTIMA – Fica atribuída à ACORDANTE a condição de contribuinte substituto
nas operações com as mercadorias de que trata o Convênio ICMS nº 76/94;
PARÁGRAFO PRIMEIRO - A base de cálculo do imposto será estabelecida pelo Conv. 76/94.
PARÁGRAFO SEGUNDO – A base de cálculo a que se refere esta cláusula não poderá ser
inferior ao preço final a consumidor sugerido pelo fabricante/importador, ou inferior ao preço
único ou máximo estabelecido por órgão competente.
PARÁGRAFO TERCEIRO – Nas operações realizadas pela ACORDANTE, diretamente a
consumidor final, a base de cálculo do imposto devido não poderá, em hipótese alguma, ser
inferior á base de cálculo utilizada nas operações com substituição tributária por ela praticadas
PARÁGRAFO QUARTO– Nas operações decorrentes de LICITAÇÃO PÚBLICA, entre a
ACORDANTE  e órgãos da Administração Direta e Indireta  da União, Estados, Distrito Federal
e Municípios, na condição de consumidor final, a base de cálculo do imposto devido será o
somatório do valor constante do respectivo documento fiscal, acrescido do frete e demais despe-
sas acessórias, inclusive embalagem, consignadas no mesmo documento.
PARÁGRAFO QUINTO – Observado o parágrafo seguinte, o ressarcimento do ICMS retido
por Substituição Tributária junto ao fornecedor será efetuado no próprio mês em que ocorrer o
faturamento e a respectiva retenção do ICMS.
PARÁGRAFO SEXTO – O visto na nota fiscal de ressarcimento será aposto no máximo em 48
(quarenta e oito) horas após apresentação de informações detalhando as operações, no formato
que a Subsecretaria definir.
CLÁUSULA OITAVA – A ACORDANTE disponibilizará à Secretaria de Fazenda, em meio
magnético, todas as informações constantes dos documentos fiscais por ela emitidos, nos leiautes
estabelecidos no Manual de Orientação a que se refere o Anexo III à Portaria SEFP nº 790, de 26
de dezembro de 1997, contendo os registros tipo 10, 11, 50, 53, 54, 75 e 90.
PARÁGRAFO PRIMEIRO – Para efeito deste Termo de Acordo, tratando-se de operações
interestaduais, o registro tipo 53 fica adaptado à seguinte forma: o campo 15 fica desmembrado
em três outros campos, sendo: campo 15, contendo sete posições alfanuméricas, para informação
da placa do veículo utilizado para o transporte da mercadoria descrita no registro tipo 54; campo
16, com duas posições, para indicação do número da viagem que não deverá se repetir para um
mesmo veículo e dia; e campo 17 , Brancos, com vinte e uma posições.
PARÁGRAFO SEGUNDO – Para efeito deste Termo de Acordo, o registro tipo 54 sofre a
inclusão do campo 19, com duas posições numéricas para informação do item contido na Portaria
293 referente ao produto. Para compensação, o campo 18 foi reduzido em duas posições.
PARÁGRAFO TERCEIRO – Para cada registro tipo 50, deverá ser encaminhado um registro
tipo 53. Caso não haja mercadorias sujeitas à substituição tributária, os campos 11, 12 e 13
deverão ser preenchidos com zeros.
PARÁGRAFO QUARTO – Nas vendas realizadas para pessoa física, o campo 02 dos registros
tipo 50 e 54 serão preenchidos com o número do CPF/MF do adquirente, e o campo 03 do
registro do tipo 50 com a palavra “ISENTA”.
PARÁGRAFO QUINTO – No ato da emissão dos documentos fiscais, as informações neles
contidas deverão ser gravadas em um arquivo tipo texto, contendo separadores CR+LF para os
registros e mesmo leiaute referenciado no caput para transferência por meio da INTERNET aos
computadores da SEF utilizando o serviço File Transfer Protocol – FTP para o endereço Domain
Name Server – DNS ftp://ftp.sef.df.gov.br
PARÁGRAFO SEXTO – O nome dos arquivos de que trata o parágrafo anterior deverá ser formado
pela concatenação da constante inicial O “ROI” acrescida do CNPJ/MF da ACORDANTE finalizan-
do com a data e hora de geração no formato DDMMAAAAHHMMSS e a extensão “.txt”.
PARÁGRAFO SÉTIMO – Os arquivos deverão ser transmitidos à SEF em períodos não supe-
riores a 90 (noventa) minutos, com tamanho máximo de 2 (dois) Mbyte, sendo que os registros
do tipo 10, 11 e 75 devem constar na primeira transmissão ou quando ocorrer atualizações que
modifiquem a situação inicial.
PARÁGRAFO OITAVO – As alterações nos tipos 53 e 54 a que se referem os parágrafos
primeiro e segundo desta cláusula só se aplicam para efeito deste Termo de Acordo, devendo se
manter inalterados para as demais finalidades.
CLÁUSULA NONA -  O regime especial de que trata este Termo de Acordo poderá ser revisto
a cada período de três meses, a fim de se verificar o cumprimento das metas estabelecidas em suas
cláusulas quarta e quinta .
PARÁGRAFO ÚNICO – Implicará em imediata rescisão do presente Termo de Acordo, sem
prejuízo das demais sanções aplicáveis:
I – a inobservância de qualquer de suas cláusulas por parte da ACORDANTE, bem como o não
cumprimento das metas estabelecidas nas cláusulas quarta e quinta ;
II – a incompatibilidade com a legislação vigente;",2,28.5,61.27300262451172,370.44464111328125,874.2789916992188,False
"III – a incorrência em quaisquer das situações elencadas no art. 6º. do Decreto nº 20.322/99.
CLÁUSULA DÉCIMA -  Qualquer das partes poderá denunciar o presente Termo de Acordo
mediante aviso prévio com, no mínimo, 30 (trinta) dias de antecedência.
CLÁUSULA DÉCIMA PRIMEIRA – Fica eleito o foro de Brasília, Distrito Federal, para
apreciar e dirimir eventuais contendas relativas a este Termo.
CLÁUSULA DÉCIMA SEGUNDA – Este Termo de Acordo entrará em vigor e produzirá efeitos
na data de sua assinatura, com duração até 30 de junho de 2006, e será lavrado em 02 (duas) vias
de igual teor, que terão a seguinte destinação:
· 1ª. via – PROCESSO
· 2ª via – ACORDANTE
· 1ª cópia – SUBSECRETARIA DA RECEITA
· 2ª cópia – DIRETORIA DE TRIBUTAÇÃO – DITRI
· 3ª cópia – DIRETORIA DE ATENDIMENTO AO CONTRIBUINTE –DIATE
· 4ª cópia – DIRETORIA DE FISCALIZAÇÃO EM ESTABELECIMENTOS – DIFES
· 5ª cópia – DIRETORIA DE FISCALIZAÇÃO DE MERCADORIAS EM TRÂNSITO
- DITRA
 Assim, lido e aceito, vai o presente Termo assinado pelas partes acordantes e testemunhas abaixo
relacionadas.
Brasília, 17 de outubro de 2002
CORDÉLIA CERQUEIRA RIBEIRO
Subsecretária da Receita
PRÓ-DIET FARMACÊUTICA LTDA
Rivelino Roberto Silva – CPF/MF 098.647.378-21
Procurador",2,396.75,60.52300262451172,737.302001953125,321.52899169921875,False
"TERMO DE ACORDO DE REGIME ESPECIAL
Nº  124/2002 –  SUREC/SEFP
(PROC. Nº  0125.000.836/2002)
A SUBSECRETARIA DA RECEITA DA SECRETARIA DE FAZENDA E PLANEJAMENTO
DO DISTRITO FEDERAL, doravante denominada SUBSECRETARIA, neste ato, representa-
da pelo seu titular, com fulcro na Lei nº. 1.254, de 08 de novembro de 1996, e Decreto nº. 20.322,
de 17 de junho de 1999, resolve conceder o presente TERMO DE ACORDO DE REGIME
ESPECIAL à empresa MARENGO COMÉRCIO DE ALIMENTOS LTDA, doravante denomi-
nada ACORDANTE, estabelecida no  QND 40 LOTE 02 LOJA 01 TAGUATINGA-DF, inscri-
ta no CF/DF sob o nº 07.426.114/001-20 e no CNPJ/MF sob o nº 04.607.679/0001-32, neste ato
representada por seu Sócio-Gerente Sr. REINALDO MARENGO EVANGELISTA,  residente e
domiciliado à SRES QD 02 BL F CASA 50 CRUZEIRO-DF,  portador da Carteira de Identidade
nº  1630756 SSP - DF e CPF/MF nº 649.229.281/20, mediante as seguintes cláusulas e condições:
CLÁUSULA PRIMEIRA - Fica a ACORDANTE autorizada a utilizar o tratamento tributário
definido no artigo 37, II, da Lei nº 1.254, de 08 de novembro de 1996, com a redação dada pela Lei
nº 2.381, de 20 de maio de 1999, e sua regulamentação.
PARÁGRAFO PRIMEIRO - O disposto nesta Cláusula não se aplica às operações e/ou prestações:
a. com mercadorias submetidas ao regime de substituição tributária em operações internas,
de que tratam os Cadernos I e II do Anexo IV do Decreto nº 18.955, de 22 de dezembro de 1997,
exceto as mercadorias constantes do Convênio 76/94 e as mercadorias de que trata o caderno III
do Anexo IV do Decreto 18.955, de 22 de dezembro de 1997;
b. com mercadorias constantes dos Cadernos I,  III, IV e V do Anexo I do Decreto nº 18.955,
de 22 de dezembro de 1997.
c. referentes às devoluções de mercadoria.
d. realizadas, dentro do território do Distrito Federal, entre estabelecimentos pertencentes ao
mesmo titular ou para estabelecimentos de empresa que com aquele mantenha relação de interde-
pendência, assim definida nos incisos I e II do parágrafo único do artigo 15 da Lei nº 1.254/96.
 e. de remessa para industrialização.
PARÁGRAFO SEGUNDO - Qualquer alteração da legislação tributária será aplicada a partir do
1º dia do mês subseqüente ao de início da vigência do respectivo ato.
CLÁUSULA SEGUNDA - Durante a vigência deste Regime a ACORDANTE é obrigada a:
I - respeitar toda exigência para enquadramento no presente tratamento tributário;
II - emitir normalmente o documento fiscal exigido para a operação, com o respectivo destaque de
ICMS previsto para a mesma, indicando o item da operação enquadrada neste regime;
III - nas operações com redução de base de cálculo o ICMS a ser destacado corresponderá ao da
base reduzida, e esta circunstância deverá ser informada no documento;
IV - escriturar todos os livros fiscais e documentos fiscais, conforme Portaria 790/97, ressalvado:
a) - Livro Registro de Apuração do ICMS (modelo P9):
1. o campo 013 deverá refletir o valor a ser efetivamente recolhido, na forma deste Termo de Acordo.
2. no campo 001, “Saídas com Débito do Imposto”, informar o valor do ICMS debitado
com os efeitos deste Termo de Acordo (incluindo-se, também, os débitos referentes a mercadorias
que terão apuração normal).
3. no campo 005, “Crédito por entradas com crédito do imposto”, informar o crédito
referente às mercadorias saídas com apuração normal.
4. no campo 002, “Outros Débitos”, incluir o valor complementar, se existente, referente à
diferença entre o imposto apurado na forma deste Termo de Acordo e o valor mínimo de recolhi-
mento a que se refere a sua cláusula quarta;
5. no campo 009, “Saldo credor do período anterior”, informar o valor registrado como
“Outros débitos” no mês anterior, se a título do complemento a que se refere o item anterior.
b) - Guias de Informação do ICMS: idem quanto ao disposto na alínea “a” deste inciso.",2,396.75,331.27301025390625,738.7040405273438,873.5289916992188,False
"                                     Diário Oficial do Distrito Federal
PÁGINA   4
Nº 211,  segunda-feira, 4 de novembro de 2002",3,27.75,31.502498626708984,736.6690673828125,51.12474822998047,False
